,region,tg,prob,eval,taxid,lineage,dbStartPos,dbEndPos,qStartPos,qEndPos
478,blade,AF-A0A5E4QNF1-F1-model_v6,1.0,1.89e-09,189913.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Papilionoidea;Pieridae;Dismorphiinae;Leptidea;Leptidea sinapis,2,252,1061,1304
479,blade,AF-L8Y928-F1-model_v6,1.0,3.04e-08,246437.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Scandentia;Tupaiidae;Tupaia;Tupaia chinensis,3,441,126,495
480,blade,AF-Q4S7Z5-F1-model_v6,1.0,5.01e-15,99883.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Tetraodontoidei;Tetradontoidea;Tetraodontidae;Tetraodon;Tetraodon nigroviridis,1,428,1,433
481,blade,AF-A0A9Q9XTT8-F1-model_v6,1.0,3.12e-14,7962.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Cyprininae;Cyprinus;Cyprinus carpio,1,374,1,334
482,blade,AF-A0A8C9Q8C8-F1-model_v6,1.0,4.7099999999999995e-23,99837.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Xerinae;Marmotini;Spermophilus;Spermophilus dauricus,1,407,870,1280
483,blade,AF-A0A835TXX3-F1-model_v6,1.0,1.09e-07,245042.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Sturnidae;Lamprotornis;Lamprotornis superbus,2,383,129,433
484,blade,AF-A0A4U5LX63-F1-model_v6,1.0,6.19e-10,34508.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Steinernematidae;Steinernema;Steinernema carpocapsae,1,431,1,407
485,blade,AF-A0A6A5DPM4-F1-model_v6,1.0,6.92e-13,8168.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Percoidei;Percidae;Percinae;Perca;Perca fluviatilis,1,435,1,395
486,blade,AF-A0A8C6UCF1-F1-model_v6,1.0,3.86e-23,47308.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Gobiidae;Benthophilinae;Neogobiini;Neogobius;Neogobius melanostomus,18,429,884,1303
487,blade,AF-A0A0M3J222-F1-model_v6,1.0,5.33e-07,6269.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Ascaridomorpha;Ascaridoidea;Anisakidae;Anisakis;Anisakis simplex complex;Anisakis simplex,59,420,763,1160
488,blade,MGYP000926044221,1.0,0.0514,2600159.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;unclassified Arthrobacter;Arthrobacter sp. UKPF54-2,1,382,558,957
489,blade,AF-A0A4U5LX52-F1-model_v6,1.0,0.000831,34508.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Steinernematidae;Steinernema;Steinernema carpocapsae,24,395,100,571
490,blade,AF-A0A1B6J0B9-F1-model_v6,1.0,1.2e-13,320908.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cicadomorpha;Membracoidea;Cicadellidae;Cicadellinae;Proconiini;Homalodisca;Homalodisca liturata,1,426,1,442
491,blade,AF-A0A8C9G456-F1-model_v6,1.0,9.790000000000001e-32,9049.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Galliformes;Phasianidae;Phasianinae;Pavo;Pavo cristatus,1,369,870,1236
492,blade,AF-A0A1B6EJ04-F1-model_v6,1.0,3.1e-16,1464854.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cicadomorpha;Membracoidea;Cicadellidae;Cicadellinae;Proconiini;Cuerna;Cuerna arida,9,422,335,733
493,blade,AF-L7MCG5-F1-model_v6,1.0,3.69e-11,72859.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Ixodidae;Rhipicephalinae;Rhipicephalus;Rhipicephalus;Rhipicephalus pulchellus,27,364,1,358
494,blade,AF-A0A822F568-F1-model_v6,1.0,1.95e-12,2762511.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood1,1,421,617,1065
495,blade,AF-A0A8C0HRZ2-F1-model_v6,1.0,2.13e-23,224669.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Accipitrimorphae;Accipitriformes;Accipitridae;Accipitrinae;Buteo;Buteo japonicus,1,387,870,1280
496,blade,AF-A0A8E0RQW4-F1-model_v6,1.0,0.000333,27845.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Echinostomata;Echinostomatoidea;Fasciolidae;Fasciolopsis;Fasciolopsis buskii,8,415,335,712
497,blade,AF-A0A0R3WGG5-F1-model_v6,1.0,0.00711,60517.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Taeniidae;Taenia;Taenia asiatica,76,311,345,558
498,blade,MGYP001084979679,1.0,0.000436,5762.0,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Vahlkampfiidae;Naegleria;Naegleria gruberi,7,353,406,723
499,blade,AF-A0A8C1V2T1-F1-model_v6,1.0,4.58e-34,7962.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Cyprininae;Cyprinus;Cyprinus carpio,1,403,870,1271
500,blade,AF-A0A8C9S4R7-F1-model_v6,1.0,4.52e-24,113540.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Osteoglossocephala;Osteoglossomorpha;Osteoglossiformes;Osteoglossidae;Scleropages;Scleropages formosus,1,396,870,1280
501,blade,AF-A0ABD6EWQ7-F1-model_v6,1.0,1.08e-09,75299.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Gnathostomatomorpha;Gnathostomatoidea;Gnathostomatidae;Gnathostoma;Gnathostoma spinigerum,2,350,1,363
502,blade,AF-A0AAV6G8Z4-F1-model_v6,1.0,5.31e-23,278164.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Clupei;Clupeiformes;Clupeoidei;Clupeidae;Alosinae;Alosa;Alosa alosa,1,412,1,403
503,blade,AF-A0A1Y3AZX3-F1-model_v6,1.0,9.85e-15,6958.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Astigmata;Psoroptidia;Analgoidea;Pyroglyphidae;Pyroglyphinae;Euroglyphus;Euroglyphus maynei,23,408,719,1116
504,blade,AF-A0AAN9AFM6-F1-model_v6,1.0,3.68e-12,373956.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Caridea;Atyoidea;Atyidae;Halocaridina;Halocaridina rubra,38,408,335,676
505,blade,AF-A0A2G9P7X7-F1-model_v6,1.0,2.3800000000000001e-26,8400.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Ranoidea;Ranidae;Aquarana;Aquarana catesbeiana,1,377,830,1202
506,blade,AF-A0A9Q1J915-F1-model_v6,1.0,2.03e-11,118154.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Anguilliformes;Synaphobranchidae;Synaphobranchinae;Synaphobranchus;Synaphobranchus kaupii,2,406,253,608
507,blade,AF-A0A1B6H8Z1-F1-model_v6,1.0,6.11e-15,320908.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cicadomorpha;Membracoidea;Cicadellidae;Cicadellinae;Proconiini;Homalodisca;Homalodisca liturata,2,403,636,1069
508,blade,AF-A0A212CB16-F1-model_v6,1.0,1.22e-09,46360.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Cervidae;Cervinae;Cervus;Cervus elaphus;Cervus elaphus hippelaphus,64,309,1058,1304
509,blade,AF-A0A6P8IR92-F1-model_v6,1.0,1.79e-13,6105.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Actiniidae;Actinia;Actinia tenebrosa,1,402,1,425
510,blade,AF-A0A182SNB2-F1-model_v6,1.0,1.03e-13,74869.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Cellia;Neocellia;Anopheles maculatus group;Anopheles maculatus,2,401,815,1212
511,blade,AF-G9L1K2-F1-model_v6,1.0,2.98e-31,9669.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Mustelinae;Mustela;Mustela putorius;Mustela putorius furo,2,321,985,1304
512,blade,AF-A0A673AB28-F1-model_v6,1.0,1.3300000000000001e-21,375764.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Kurtiformes;Apogonoidei;Apogonidae;Apogoninae;Sphaeramia;Sphaeramia orbicularis,1,393,882,1274
513,blade,AF-A0A8C5QND5-F1-model_v6,1.0,5.7299999999999996e-24,445787.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pelobatoidea;Megophryidae;Leptobrachium;Leptobrachium leishanense,3,366,904,1264
514,blade,AF-A0AA86VTX4-F1-model_v6,1.0,0.00334,92480.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;indigoferoid/millettioid clade;Phaseoleae;Sphenostylis;Sphenostylis stenocarpa,2,274,7,334
515,blade,AF-A0AAV4T2Y5-F1-model_v6,1.0,8.47e-12,172846.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Orbiculariae;Araneoidea;Araneidae;Caerostris;Caerostris extrusa,2,388,615,992
516,blade,AF-A0A132A559-F1-model_v6,1.0,3.18e-07,52283.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Astigmata;Psoroptidia;Sarcoptoidea;Sarcoptidae;Sarcoptinae;Sarcoptes;Sarcoptes scabiei,1,302,1,334
517,blade,AF-A0A8T0DFV0-F1-model_v6,1.0,2.78e-12,34504.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Troglotremata;Troglotrematidae;Paragonimus;Paragonimus westermani,3,370,5,340
518,blade,AF-A0A6P8KEP4-F1-model_v6,1.0,1.23e-05,7226.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;melanogaster subgroup;Drosophila mauritiana,3,332,22,356
519,blade,AF-A0A6F9CLE6-F1-model_v6,1.0,1.04e-07,861768.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Coregoninae;Coregonus;unclassified Coregonus;Coregonus sp. 'balchen',4,358,264,664
520,blade,AF-A0A820AQZ5-F1-model_v6,1.0,1.23e-06,392033.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;Rotaria sordida,46,371,779,1114
521,blade,AF-A0A3P7D5Q0-F1-model_v6,1.0,1.46e-14,70667.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Diphyllobothriidea;Diphyllobothriidae;Schistocephalus;Schistocephalus solidus,2,370,933,1304
522,blade,AF-C3ZYD6-F1-model_v6,1.0,1.24e-17,7739.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Cephalochordata;Leptocardii;Amphioxiformes;Branchiostomatidae;Branchiostoma;Branchiostoma floridae,1,383,870,1265
523,blade,AF-A0A340Y7Z5-F1-model_v6,1.0,7.57e-24,118797.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Lipotidae;Lipotes;Lipotes vexillifer,29,386,26,387
524,blade,AF-A0A5S6Q588-F1-model_v6,1.0,3.7e-09,70415.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Trichinellida;Trichuridae;Trichuris;Trichuris muris,4,322,7,334
525,blade,AF-A0A7S0GZM8-F1-model_v6,1.0,0.000252,38833.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla,44,375,7,332
526,blade,AF-G3NS76-F1-model_v6,1.0,1.23e-06,69293.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Gasterosteales;Gasterosteidae;Gasterosteus;Gasterosteus aculeatus,2,373,129,434
527,blade,AF-A0A4Y2T832-F1-model_v6,1.0,1.36e-13,182803.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Orbiculariae;Araneoidea;Araneidae;Araneus;Araneus ventricosus,2,295,1002,1304
528,blade,AF-A0A5D2DZ73-F1-model_v6,1.0,0.0442,34276.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Malvales;Malvaceae;Malvoideae;Gossypium;Gossypium darwinii,1,379,370,775
529,blade,AF-A0A8C4Q810-F1-model_v6,1.0,6.1e-16,7764.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Cyclostomata;Myxini;Myxiniformes;Myxinidae;Eptatretinae;Eptatretus;Eptatretus burgeri,40,361,928,1273
530,blade,AF-A0A914LHF0-F1-model_v6,1.0,8.58e-07,6306.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Tylenchoidea;Meloidogynidae;Meloidogyninae;Meloidogyne;Meloidogyne incognita group;Meloidogyne incognita,2,294,863,1150
531,blade,AF-A0A0B7AES0-F1-model_v6,1.0,4.49e-11,1028688.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Arionoidea;Arionidae;Arion;Arion vulgaris,1,380,337,669
532,blade,AF-A0A3M6UV11-F1-model_v6,1.0,1.38e-06,46731.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Astrocoeniina;Pocilloporidae;Pocillopora;Pocillopora damicornis,1,352,1,512
533,blade,AF-A0A9N9MID0-F1-model_v6,1.0,0.000296,467358.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Ceutorhynchinae;Ceutorhynchus;Ceutorhynchus assimilis,22,248,1080,1304
534,blade,AF-A0A8K0GG67-F1-model_v6,1.0,8.47e-12,2038154.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Elateriformia;Elateroidea;Elateridae;Agrypninae;Pyrophorini;Ignelater;Ignelater luminosus,1,375,1,389
535,blade,AF-A0A0K0D0A4-F1-model_v6,1.0,0.000296,6313.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Metastrongylidae;Angiostrongylus;Angiostrongylus cantonensis,11,374,650,1153
536,blade,AF-A0A3P6TBY3-F1-model_v6,1.0,1.55e-08,6269.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Ascaridomorpha;Ascaridoidea;Anisakidae;Anisakis;Anisakis simplex complex;Anisakis simplex,2,305,438,708
537,blade,AF-A0A4Y2N4B1-F1-model_v6,1.0,2.61e-06,182803.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Orbiculariae;Araneoidea;Araneidae;Araneus;Araneus ventricosus,95,358,45,334
538,blade,AF-A0A0B1TC86-F1-model_v6,1.0,2.41e-06,61180.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Strongylidae;Oesophagostomum;Oesophagostomum dentatum,15,293,56,339
539,blade,AF-A0AAF3EXU4-F1-model_v6,1.0,3.4e-11,2138241.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Mesorhabditinae;Mesorhabditis;Mesorhabditis belari,36,321,407,706
540,blade,AF-A0A820KUL4-F1-model_v6,1.0,4.14e-12,2762512.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood2,1,363,884,1232
